movie,genre,plot
Pineapple Express,"['Action', ' Comedy', ' Crime']",A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.
Walker,"['Action', ' Crime', ' Drama']","A widowed father returns to Austin after one year, attempting to reconnect with his children, navigate clashes with his family, and find common ground with his new partner, while growing increasingly suspicious of his wife's death."
Guardians of the Galaxy Vol. 3,"['Action', ' Adventure', ' Comedy']",Plot unknown. Third installment of the 'Guardians of the Galaxy' franchise.
Beast,"['Action', ' Comedy', ' Crime']","After a shopping mall in Chennai is hijacked by terrorists who hold the visitors as hostages, Veera Raghavan, a spy also trapped in the mall, decides to save the hostages by eliminating the terrorists."
Invincible,"['Animation', ' Action', ' Adventure']",An adult animated series based on the Skybound/Image comic about a teenager whose father is the most powerful superhero on the planet.
Black Panther,"['Action', ' Adventure', ' Sci-Fi']","T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past."
War of the Worlds,"['Action', ' Adventure', ' Sci-Fi']",An alien invasion threatens the future of humanity. The catastrophic nightmare is depicted through the eyes of one American family fighting for survival.
Avengers Assemble,"['Action', ' Adventure', ' Sci-Fi']",Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.
Deadpool 2,"['Action', ' Adventure', ' Comedy']","Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable."
Legends of Tomorrow,"['Action', ' Adventure', ' Drama']","Time-traveling rogue Rip Hunter must recruit a ragtag team of heroes and villains to help prevent an apocalypse that could impact not only Earth, but all of time."
Squid Game,"['Action', ' Drama', ' Mystery']","Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits with deadly high stakes. A survival game that has a whopping 45.6 billion-won prize at stake."
Silverton Siege,"['Action', ' Crime', ' Drama']","Follows three young freedom fighters who seek refuge in a South African bank in Silverton, and take the bank and its customers hostage and would only release them in exchange for the release of Nelson Mandela."
Iron Man,"['Action', ' Adventure', ' Sci-Fi']","After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil."
Black Site,"['Action', ' Thriller']","A group of officers based in a labyrinthine top-secret must fight for their lives against Hatchet, a brilliant and infamous high-value detainee. When he escapes, his mysterious and deadly agenda has far-reaching and dire consequences."
Teen Wolf,"['Action', ' Drama', ' Fantasy']",An average high school student and his best friend get caught up in some trouble causing him to receive a werewolf bite. As a result they find themselves in the middle of all sorts of dramas in Beacon Hills.
Star Wars: The Rise of Skywalker,"['Action', ' Adventure', ' Fantasy']","In the riveting conclusion of the landmark Skywalker saga, new legends will be born-and the final battle for freedom is yet to come."
Black Sails,"['Action', ' Adventure', ' Drama']","Follows Captain Flint and his pirates twenty years prior to Robert Louis Stevenson's classic novel ""Treasure Island."""
The Owl House,"['Animation', ' Action', ' Adventure']","Accidentally sent to the world of the Boiling Isles before a trip to summer camp, a teenage human named Luz longs to become a witch, with the rebellious Eda and pint-sized demon King at her aid."
Batman Begins,"['Action', ' Crime', ' Drama']","After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption."
Terminator 2: Judgment Day,"['Action', ' Sci-Fi']","A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten-year-old son John from a more advanced and powerful cyborg."
The Last Victim,"['Action', ' Crime', ' Thriller']","The Last Victim is a Neo Western thriller set in the American southwest, following Sheriff Hickey trying to solve the worst case he has seen in his small town, likely caused by a violent local gang led by a fearsome criminal."
The Punisher,"['Action', ' Crime', ' Drama']","After the murder of his family, Marine veteran Frank Castle becomes the vigilante known as ""The Punisher,"" with only one goal in mind: to avenge them."
The Hunger Games,"['Action', ' Adventure', ' Sci-Fi']",Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.
Deadpool,"['Action', ' Adventure', ' Comedy']","A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks."
Mad Max: Fury Road,"['Action', ' Adventure', ' Sci-Fi']","In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max."
Blade Runner,"['Action', ' Drama', ' Sci-Fi']","A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator."
Amphibia,"['Animation', ' Action', ' Adventure']","Ordinary Anne Boonchuy, 13, finds a music box that sends her to Amphibia, a world full of frogs, toads, and giant insects. With help from Sprig, she must adjust to life in Amphibia and discover the first true friendship in her life."
The Dark Knight Rises,"['Action', ' Crime', ' Drama']","Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane."
Ash vs Evil Dead,"['Action', ' Comedy', ' Fantasy']","Ash has spent the last thirty years avoiding responsibility, maturity, and the terrors of the Evil Dead until a Deadite plague threatens to destroy all of mankind and Ash becomes mankind's only hope."
Operation Fortune: Ruse de guerre,"['Action', ' Comedy', ' Thriller']",Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.
Outer Banks,"['Action', ' Crime', ' Drama']",A group of teenagers from the wrong side of the tracks stumble upon a treasure map that unearths a long-buried secret.
Spider-Man: Into the Spider-Verse,"['Animation', ' Action', ' Adventure']","Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities."
24,"['Action', ' Crime', ' Drama']",Counter Terrorism Agent Jack Bauer races against the clock to subvert terrorist plots and save his nation from ultimate disaster.
Spartacus,"['Action', ' Adventure', ' Biography']","The life of Spartacus, the gladiator who lead a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and its ultimate outcome."
Red Notice,"['Action', ' Comedy', ' Thriller']",An Interpol agent tracks the world's most wanted art thief.
Kingsman: The Secret Service,"['Action', ' Adventure', ' Comedy']","A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius."
Captain America: Civil War,"['Action', ' Adventure', ' Sci-Fi']",Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.
The Terminal List,"['Action', ' Drama', ' Thriller']",A former Navy SEAL officer investigates why his entire platoon was ambushed during a high-stakes covert mission.
The 355,"['Action', ' Thriller']","When a top-secret weapon falls into mercenary hands, a wild card CIA agent joins forces with three international agents on a lethal mission to retrieve it, while staying a step ahead of a mysterious woman who's tracking their every move."
Jurassic World: Fallen Kingdom,"['Action', ' Adventure', ' Sci-Fi']","When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event."
Leon,"['Action', ' Crime', ' Drama']","12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade."
Shadow and Bone,"['Action', ' Adventure', ' Drama']",Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.
Banshee,"['Action', ' Crime', ' Drama']","An ex-con assumes the identity of a murdered sheriff in the small town of Banshee, Pennsylvania, where he has some unfinished business."
